SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-7-2023,Condo/Co-op,611 Post Ave #3,Seattle,WA,98104,400000,1,1.5,Pioneer Square,961,,,,416,531,Sold,,,https://www.redfin.com/WA/Seattle/611-Post-Ave-98104/unit-3/home/5194,NWMLS as Distributed by MLS Grid,2137119,N,Y,47.602112,-122.3349817
PAST SALE,December-7-2022,Condo/Co-op,1105 Spring St #404,Seattle,WA,98104,335000,1,1.0,First Hill,630,,1950,,532,517,Sold,,,https://www.redfin.com/WA/Seattle/1105-Spring-St-98104/unit-404/home/12307086,NWMLS as Distributed by MLS Grid,2005220,N,Y,47.6099647,-122.3252977
PAST SALE,July-10-2023,Condo/Co-op,450 S Main St #305,Seattle,WA,98104,369950,1,1.0,International District,558,,2021,,663,486,Sold,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-305/home/176358866,NWMLS as Distributed by MLS Grid,2129959,N,Y,47.6002447,-122.3280012
PAST SALE,April-7-2023,Condo/Co-op,450 S Main St #609,Seattle,WA,98104,359950,0,1.0,International District,466,,2021,,772,411,Sold,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-609/home/176358920,NWMLS as Distributed by MLS Grid,2054447,N,Y,47.6002447,-122.3280012
PAST SALE,March-24-2023,Condo/Co-op,450 S Main St #1008,Seattle,WA,98104,404950,0,1.0,International District,466,,2021,,869,411,Sold,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-1008/home/176358972,NWMLS as Distributed by MLS Grid,2048896,N,Y,47.6002447,-122.3280012
PAST SALE,March-27-2023,Condo/Co-op,450 S Main St #201,Seattle,WA,98104,408950,1,1.0,International District,646,,2021,,633,562,Sold,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-201/home/176358847,NWMLS as Distributed by MLS Grid,2054307,N,Y,47.6002447,-122.3280012
PAST SALE,,Condo/Co-op,450 S Main St #810,Seattle,WA,98104,379950,2,1.0,,831,,,,457,,,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-810/home/176358950,,,N,Y,47.6002447,-122.3280012
PAST SALE,February-7-2023,Condo/Co-op,108 5th Ave S #514,Seattle,WA,98104,285000,0,1.0,International District,444,,2001,,642,299,Sold,,,https://www.redfin.com/WA/Seattle/108-5th-Ave-S-98104/unit-514/home/12090802,NWMLS as Distributed by MLS Grid,2026393,N,Y,47.6013297,-122.3272284
PAST SALE,February-16-2023,Condo/Co-op,403 Terry Ave #104,Seattle,WA,98104,202500,0,1.0,First Hill,299,,1907,,677,175,Sold,,,https://www.redfin.com/WA/Seattle/403-Terry-Ave-98104/unit-104/home/59339,NWMLS as Distributed by MLS Grid,2030070,N,Y,47.6046166,-122.3227009
PAST SALE,March-6-2023,Condo/Co-op,450 S Main St #616,Seattle,WA,98104,385000,0,1.0,International District,557,,2021,,691,465,Sold,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-616/home/176358927,NWMLS as Distributed by MLS Grid,2031795,N,Y,47.6002447,-122.3280012
PAST SALE,March-1-2023,Condo/Co-op,450 S Main St #711,Seattle,WA,98104,575950,2,1.0,International District,856,,2021,,673,742,Sold,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-711/home/176358940,NWMLS as Distributed by MLS Grid,2032608,N,Y,47.6002447,-122.3280012
PAST SALE,March-14-2023,Condo/Co-op,450 S Main St #808,Seattle,WA,98104,379950,0,1.0,International District,466,,2021,,815,411,Sold,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-808/home/176358948,NWMLS as Distributed by MLS Grid,2032517,N,Y,47.6002447,-122.3280012
PAST SALE,February-2-2023,Condo/Co-op,450 S Main St #309,Seattle,WA,98104,329950,0,1.0,International District,489,,2021,,675,405,Sold,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-309/home/176358870,NWMLS as Distributed by MLS Grid,2031307,N,Y,47.6002447,-122.3280012
PAST SALE,May-12-2023,Condo/Co-op,590 1st Ave S #716,Seattle,WA,98104,664000,2,2.0,Seattle,983,,2018,,675,1204,Sold,,,https://www.redfin.com/WA/Seattle/590-1st-Ave-S-98104/unit-716/home/145141988,NWMLS as Distributed by MLS Grid,2055602,N,Y,47.5959742,-122.3336151
PAST SALE,July-10-2023,Condo/Co-op,688 S LANE St #308,Seattle,WA,98104,220000,0,1.0,International District,453,,2002,,486,290,Sold,,,https://www.redfin.com/WA/Seattle/688-S-Lane-St-98104/unit-308/home/185737462,NWMLS as Distributed by MLS Grid,2126335,N,Y,47.5968919,-122.323828
PAST SALE,July-21-2023,Condo/Co-op,403 Terry Ave #204,Seattle,WA,98104,215000,0,1.0,First Hill,299,,1907,,719,175,Sold,,,https://www.redfin.com/WA/Seattle/403-Terry-Ave-98104/unit-204/home/19203,NWMLS as Distributed by MLS Grid,2126272,N,Y,47.6046166,-122.3227009
PAST SALE,August-31-2023,Condo/Co-op,450 S Main St #403,Seattle,WA,98104,379950,1,1.0,International District,569,,2021,,668,499,Sold,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-403/home/176358881,NWMLS as Distributed by MLS Grid,2152420,N,Y,47.6002447,-122.3280012
PAST SALE,January-9-2023,Condo/Co-op,526 1st Ave S #519,Seattle,WA,98104,775000,2,2.0,Pioneer Square,1638,1638,1909,,473,865,Sold,,,https://www.redfin.com/WA/Seattle/526-1st-Ave-S-98104/unit-519/home/36941,NWMLS as Distributed by MLS Grid,2019181,N,Y,47.5975306,-122.3338324
PAST SALE,November-28-2022,Condo/Co-op,403 Terry Ave #102,Seattle,WA,98104,250000,1,1.0,First Hill,490,,1907,,510,250,Sold,,,https://www.redfin.com/WA/Seattle/403-Terry-Ave-98104/unit-102/home/21640,NWMLS as Distributed by MLS Grid,2009123,N,Y,47.6046166,-122.3227009
PAST SALE,November-10-2022,Condo/Co-op,1105 Spring St #212,Seattle,WA,98104,355000,1,1.0,First Hill,680,,1950,,522,567,Sold,,,https://www.redfin.com/WA/Seattle/1105-Spring-St-98104/unit-212/home/12318350,NWMLS as Distributed by MLS Grid,1998764,N,Y,47.6099647,-122.3252977
PAST SALE,March-24-2023,Condo/Co-op,450 S Main St #1011,Seattle,WA,98104,646950,2,1.0,International District,856,,2021,,756,742,Sold,,,https://www.redfin.com/WA/Seattle/450-S-Main-St-98104/unit-1011/home/176358975,NWMLS as Distributed by MLS Grid,2034881,N,Y,47.6002447,-122.3280012
PAST SALE,February-28-2023,Condo/Co-op,1301 Spring St Unit 9D,Seattle,WA,98104,662500,2,2.0,First Hill,1250,,1982,,530,1177,Sold,,,https://www.redfin.com/WA/Seattle/1301-Spring-St-98104/unit-9D/home/1601,NWMLS as Distributed by MLS Grid,2034003,N,Y,47.6110547,-122.3225259
