SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-26-2023,Condo/Co-op,4835 Terrace Dr NE,Seattle,WA,98105,324950,1,1.0,Laurelhurst,605,,1949,,537,384,Sold,,,https://www.redfin.com/WA/Seattle/4835-Terrace-Dr-NE-98105/home/179787919,NWMLS as Distributed by MLS Grid,2061455,N,Y,47.663584071,-122.2857296
PAST SALE,September-28-2023,Single Family Residential,5818 17th Ave NE,Seattle,WA,98105,1600000,4,3.5,Ravenna,2600,4383,1922,,615,,Sold,,,https://www.redfin.com/WA/Seattle/5818-17th-Ave-NE-98105/home/308339,NWMLS as Distributed by MLS Grid,2154471,N,Y,47.6717583,-122.3092743
PAST SALE,October-26-2023,Single Family Residential,4224 1st Ave NE,Seattle,WA,98105,1020000,3,2.0,Wallingford,2120,3740,1926,,481,,Sold,,,https://www.redfin.com/WA/Seattle/4224-1st-Ave-NE-98105/home/117161,NWMLS as Distributed by MLS Grid,2157551,N,Y,47.6584637,-122.3280835
PAST SALE,June-20-2023,Single Family Residential,5618 20th Ave NE,Seattle,WA,98105,1205000,3,2.5,Ravenna,1760,3600,1922,,685,,Sold,,,https://www.redfin.com/WA/Seattle/5618-20th-Ave-NE-98105/home/308534,NWMLS as Distributed by MLS Grid,2068252,N,Y,47.669966,-122.3062554
PAST SALE,May-15-2023,Single Family Residential,421 NE 60th St,Seattle,WA,98115,1599900,5,3.5,Wallingford,3010,4275,2013,,532,,Sold,,,https://www.redfin.com/WA/Seattle/421-NE-60th-St-98115/home/22695269,NWMLS as Distributed by MLS Grid,2039237,N,Y,47.672135,-122.3235757
PAST SALE,July-14-2023,Single Family Residential,2726 NE 54th St,Seattle,WA,98105,971000,3,2.0,Ravenna,1710,4180,1921,,568,,Sold,,,https://www.redfin.com/WA/Seattle/2726-NE-54th-St-98105/home/312586,NWMLS as Distributed by MLS Grid,2069561,N,Y,47.6680836,-122.2972601
PAST SALE,October-31-2022,Single Family Residential,4622 1st Ave NE,Seattle,WA,98105,1395000,4,4.0,Wallingford,3074,4148,1921,,454,,Sold,,,https://www.redfin.com/WA/Seattle/4622-1st-Ave-NE-98105/home/118097,NWMLS as Distributed by MLS Grid,1994108,N,Y,47.663324,-122.3280263
PAST SALE,November-22-2022,Single Family Residential,4320 NE 58th St,Seattle,WA,98105,1600000,4,3.0,Hawthorne Hills,2950,8612,1963,,542,,Sold,,,https://www.redfin.com/WA/Seattle/4320-NE-58th-St-98105/home/314387,NWMLS as Distributed by MLS Grid,1994866,N,Y,47.671475,-122.281197
PAST SALE,July-5-2023,Condo/Co-op,4545 Sand Point Way NE #207,Seattle,WA,98105,400000,2,1.0,Bryant,1191,,1968,,336,660,Sold,,,https://www.redfin.com/WA/Seattle/4545-Sand-Point-Way-NE-98105/unit-207/home/11928,NWMLS as Distributed by MLS Grid,2048142,N,Y,47.6620112,-122.2865559
PAST SALE,February-10-2023,Condo/Co-op,5101 NE 55th St #101,Seattle,WA,98105,407500,2,1.0,Seattle,947,,1963,,430,635,Sold,,,https://www.redfin.com/WA/Seattle/5101-NE-55th-St-98105/unit-101/home/64036,NWMLS as Distributed by MLS Grid,2003726,N,Y,47.6681567,-122.2729846
PAST SALE,November-4-2022,Condo/Co-op,4547 8th Ave NE #205,Seattle,WA,98105,405000,1,1.0,University District,594,,2008,,682,520,Sold,,,https://www.redfin.com/WA/Seattle/4547-8th-Ave-NE-98105/unit-205/home/21882425,NWMLS as Distributed by MLS Grid,1970188,N,Y,47.6628066,-122.3199124
PAST SALE,December-12-2022,Single Family Residential,5032 Sand Point Pl NE,Seattle,WA,98105,1000000,3,2.5,Laurelhurst,1510,1522,2021,,662,,Sold,,,https://www.redfin.com/WA/Seattle/5032-Sand-Point-Pl-NE-98105/home/176019398,NWMLS as Distributed by MLS Grid,1981705,N,Y,47.6655577,-122.2807743
