SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-30-2023,Single Family Residential,1617 3rd Ave W,Seattle,WA,98119,1399000.0,3.0,2.5,Queen Anne,1908.0,3600.0,2023.0,,733.0,60.0,Sold,,,https://www.redfin.com/WA/Seattle/1617-3rd-Ave-W-98119/unit-B/home/132538,NWMLS as Distributed by MLS Grid,2127041.0,N,Y,47.6340894,-122.3613638
PAST SALE,August-25-2023,Single Family Residential,3012 14th Ave W,Seattle,WA,98119,1139050.0,4.0,3.5,Queen Anne,1830.0,1326.0,2022.0,,622.0,,Sold,,,https://www.redfin.com/WA/Seattle/3012-14th-Ave-W-98119/home/129181,NWMLS as Distributed by MLS Grid,2142698.0,N,Y,47.6470712,-122.3744007
PAST SALE,,Single Family Residential,2575 8th Ave W,Seattle,WA,98119,1000000.0,2.0,1.0,,990.0,6084.0,1919.0,,1010.0,,,,,https://www.redfin.com/WA/Seattle/2575-8th-Ave-W-98119/home/131253,,,N,Y,47.642809,-122.3680826
PAST SALE,May-26-2023,Condo/Co-op,1530 10th Ave W #1532,Seattle,WA,98119,650000.0,2.0,2.0,Queen Anne,1354.0,,1976.0,,480.0,482.0,Sold,,,https://www.redfin.com/WA/Seattle/1530-10th-Ave-W-98119/unit-1532/home/47722,NWMLS as Distributed by MLS Grid,2054402.0,N,Y,47.6332972,-122.3700024
PAST SALE,April-17-2023,Townhouse,2116 A 9th Ave W,Seattle,WA,98119,1285000.0,3.0,2.5,Queen Anne,1593.0,1366.0,2021.0,,807.0,,Sold,,,https://www.redfin.com/WA/Seattle/2116-9th-Ave-W-98119/home/179845979,NWMLS as Distributed by MLS Grid,2041968.0,N,Y,47.6383023,-122.3686515
PAST SALE,August-29-2023,Townhouse,2615 3rd Ave W Unit D,Seattle,WA,98119,974999.0,3.0,3.5,Queen Anne,1319.0,1738.0,2019.0,,739.0,,Sold,,,https://www.redfin.com/WA/Seattle/2615-3rd-Ave-W-98119/unit-D/home/130992,NWMLS as Distributed by MLS Grid,2139975.0,N,Y,47.6437585,-122.3612474
PAST SALE,July-14-2023,Single Family Residential,1617 3rd Ave W Unit B,Seattle,WA,98119,854000.0,2.0,2.0,Queen Anne,1054.0,3600.0,2023.0,,810.0,60.0,Sold,,,https://www.redfin.com/WA/Seattle/1617-3rd-Ave-W-98119/unit-B/home/185805223,NWMLS as Distributed by MLS Grid,2128967.0,N,Y,47.6340968,-122.3613128
PAST SALE,June-16-2023,Condo/Co-op,2034 14th Ave W #304,Seattle,WA,98119,327000.0,1.0,1.0,Queen Anne,527.0,,1979.0,,620.0,302.0,Sold,,,https://www.redfin.com/WA/Seattle/2034-14th-Ave-W-98119/unit-304/home/58913,NWMLS as Distributed by MLS Grid,2069474.0,N,Y,47.6377673,-122.3746213
PAST SALE,February-7-2023,Single Family Residential,1611 10th Ave W #2,Seattle,WA,98119,695000.0,2.0,1.5,Queen Anne,861.0,1830.0,2022.0,,807.0,6.0,Sold,,,https://www.redfin.com/WA/Seattle/1611-10th-Ave-W-98119/unit-2/home/182641211,NWMLS as Distributed by MLS Grid,2025307.0,N,Y,47.633965,-122.370708
PAST SALE,April-18-2023,Condo/Co-op,530 W Olympic Pl #101,Seattle,WA,98119,650000.0,2.0,2.0,Queen Anne,832.0,,1949.0,,781.0,860.0,Sold,,,https://www.redfin.com/WA/Seattle/530-W-Olympic-Pl-98119/unit-101/home/52295283,NWMLS as Distributed by MLS Grid,2048095.0,N,Y,47.6273151,-122.3644469
PAST SALE,April-20-2023,Single Family Residential,312 W McGraw Pl,Seattle,WA,98119,907000.0,3.0,1.0,Queen Anne,1980.0,1720.0,1910.0,,458.0,,Sold,,,https://www.redfin.com/WA/Seattle/312-W-McGraw-Pl-98119/home/130873,NWMLS as Distributed by MLS Grid,2049886.0,N,Y,47.6399892,-122.3615047
PAST SALE,October-6-2023,Single Family Residential,823 W Cremona St,Seattle,WA,98119,1150000.0,3.0,2.0,Queen Anne,2240.0,8000.0,1952.0,,513.0,,Sold,,,https://www.redfin.com/WA/Seattle/823-W-Cremona-St-98119/home/131161,NWMLS as Distributed by MLS Grid,2160733.0,N,Y,47.6489607,-122.3684139
PAST SALE,October-11-2023,Single Family Residential,1315 3rd Ave W,Seattle,WA,98119,1880000.0,3.0,2.5,Queen Anne,2560.0,8157.0,1908.0,,734.0,,Sold,,,https://www.redfin.com/WA/Seattle/1315-3rd-Ave-W-98119/home/133588,NWMLS as Distributed by MLS Grid,2158111.0,N,Y,47.6309811,-122.3608966
PAST SALE,May-30-2023,Condo/Co-op,275 W Roy St #308,Seattle,WA,98119,402000.0,1.0,1.0,Queen Anne,585.0,,1982.0,,687.0,429.0,Sold,,,https://www.redfin.com/WA/Seattle/275-W-Roy-St-98119/unit-308/home/4919,NWMLS as Distributed by MLS Grid,2060908.0,N,Y,47.6255231,-122.3599262
PAST SALE,,Condo/Co-op,521 5th Ave W Unit 9-3,Seattle,WA,98119,658000.0,2.0,2.0,,1070.0,,1963.0,,615.0,,,,,https://www.redfin.com/WA/Seattle/521-5th-Ave-W-98119/unit-9-3/home/4712,,,N,Y,47.624018,-122.3633886
PAST SALE,February-24-2023,Single Family Residential,206 W Garfield St,Seattle,WA,98119,1517000.0,3.0,3.0,Queen Anne,2530.0,2400.0,1923.0,,600.0,,Sold,,,https://www.redfin.com/WA/Seattle/206-W-Garfield-St-98119/home/132353,NWMLS as Distributed by MLS Grid,2031962.0,N,Y,47.633723,-122.3600809
