SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-30-2023,Condo/Co-op,1100 E Harrison St #201,Seattle,WA,98102,630000,2,2.0,Capitol Hill,990,,1987,,636,675,Sold,,,https://www.redfin.com/WA/Seattle/1100-E-Harrison-St-98102/unit-201/home/40058,NWMLS as Distributed by MLS Grid,2148369,N,Y,47.6221832,-122.3175494
PAST SALE,March-17-2023,Condo/Co-op,400 Boylston Ave E #308,Seattle,WA,98102,389000,1,1.0,Broadway,568,,1931,,685,505,Sold,,,https://www.redfin.com/WA/Seattle/400-Boylston-Ave-E-98102/unit-308/home/17909,NWMLS as Distributed by MLS Grid,2035649,N,Y,47.6221441,-122.3228386
PAST SALE,December-22-2022,Condo/Co-op,730 Bellevue Ave E #405,Seattle,WA,98102,385000,1,1.0,Broadway,665,,1969,,579,653,Sold,,,https://www.redfin.com/WA/Seattle/730-Bellevue-Ave-E-98102/unit-405/home/7316,NWMLS as Distributed by MLS Grid,2019633,N,Y,47.6259302,-122.3263153
PAST SALE,October-4-2023,Condo/Co-op,2345 Boylston Ave E #301,Seattle,WA,98102,599950,2,2.0,Eastlake,980,,1979,,612,308,Sold,,,https://www.redfin.com/WA/Seattle/2345-Boylston-Ave-E-98102/unit-301/home/31622,NWMLS as Distributed by MLS Grid,2153790,N,Y,47.6410579,-122.3237703
PAST SALE,August-18-2023,Condo/Co-op,530 Broadway E #610,Seattle,WA,98102,525000,1,1.0,Capitol Hill,656,,2007,,800,484,Sold,,,https://www.redfin.com/WA/Seattle/530-Broadway-E-98102/unit-610/home/21617362,NWMLS as Distributed by MLS Grid,2140431,N,Y,47.623758,-122.3207688
PAST SALE,April-25-2023,Condo/Co-op,400 Boylston Ave E #403,Seattle,WA,98102,519900,1,1.0,Broadway,682,,1931,,762,551,Sold,,,https://www.redfin.com/WA/Seattle/400-Boylston-Ave-E-98102/unit-403/home/54414,NWMLS as Distributed by MLS Grid,2044310,N,Y,47.6221441,-122.3228386
PAST SALE,May-11-2023,Condo/Co-op,210 Boylston Ave E #205,Seattle,WA,98102,660000,2,2.0,Broadway,1091,,1978,,605,476,Sold,,,https://www.redfin.com/WA/Seattle/210-Boylston-Ave-E-98102/unit-205/home/29394,NWMLS as Distributed by MLS Grid,2054588,N,Y,47.620512,-122.3228165
PAST SALE,June-13-2023,Condo/Co-op,3217 Eastlake Ave E #310,Seattle,WA,98102,561000,1,2.0,Eastlake,1025,,2004,,547,528,Sold,,,https://www.redfin.com/WA/Seattle/3217-Eastlake-Ave-E-98102/unit-310/home/24642,NWMLS as Distributed by MLS Grid,2063128,N,Y,47.6511005,-122.3219767
PAST SALE,June-23-2023,Single Family Residential,2031 Boylston Ave E Unit A,Seattle,WA,98102,876000,4,2.5,Eastlake,2220,2189,1921,,395,,Sold,,,https://www.redfin.com/WA/Seattle/2031-Boylston-Ave-E-98102/unit-A/home/132209,NWMLS as Distributed by MLS Grid,2066587,N,Y,47.6376424,-122.3238748
PAST SALE,July-21-2023,Condo/Co-op,752 Bellevue Ave E #302,Seattle,WA,98102,310000,1,1.0,Broadway,446,,1956,,695,327,Sold,,,https://www.redfin.com/WA/Seattle/752-Bellevue-Ave-E-98102/unit-302/home/21616545,NWMLS as Distributed by MLS Grid,2074350,N,Y,47.6266767,-122.3261887
PAST SALE,March-2-2023,Condo/Co-op,530 Melrose Ave E #306,Seattle,WA,98102,475000,2,2.0,Broadway,691,,1991,,687,630,Sold,,,https://www.redfin.com/WA/Seattle/530-Melrose-Ave-E-98102/unit-306/home/45980,NWMLS as Distributed by MLS Grid,2025652,N,Y,47.6240242,-122.3275118
PAST SALE,October-19-2023,Condo/Co-op,150 Melrose Ave E #501,Seattle,WA,98102,470000,2,1.5,Broadway,1066,,1978,,441,452,Sold,,,https://www.redfin.com/WA/Seattle/150-Melrose-Ave-E-98102/unit-501/home/45323,NWMLS as Distributed by MLS Grid,2067153,N,Y,47.619913,-122.3275375
PAST SALE,February-7-2023,Condo/Co-op,2328 10th Ave E #201,Seattle,WA,98102,587000,2,1.0,Capitol Hill,1010,,1928,,581,545,Sold,,,https://www.redfin.com/WA/Seattle/2328-10th-Ave-E-98102/unit-201/home/69483,NWMLS as Distributed by MLS Grid,1996685,N,Y,47.6404061,-122.3197889
PAST SALE,September-8-2023,Condo/Co-op,2703 Boylston Ave E #404,Seattle,WA,98102,405000,2,1.0,Eastlake,655,11000,1960,,618,429,Sold,,,https://www.redfin.com/WA/Seattle/2703-Boylston-Ave-E-98102/unit-404/home/24796,NWMLS as Distributed by MLS Grid,2161796,N,Y,47.6447401,-122.3237757
PAST SALE,March-3-2023,Single Family Residential,2333 Broadway Ave E,Seattle,WA,98102,1300000,4,3.5,North Capitol Hill,2948,5000,1906,,441,5,Sold,,,https://www.redfin.com/WA/Seattle/2333-Broadway-E-98102/home/135304,NWMLS as Distributed by MLS Grid,2043172,N,Y,47.6405235,-122.3216258
PAST SALE,May-18-2023,Condo/Co-op,201 E Boston St #1200,Seattle,WA,98102,795000,2,2.0,Eastlake,1178,,1989,,675,548,Sold,,,https://www.redfin.com/WA/Seattle/201-E-Boston-St-98102/unit-1200/home/16864,NWMLS as Distributed by MLS Grid,2051917,N,Y,47.6381382,-122.3255408
PAST SALE,,Condo/Co-op,2328 Fairview Ave E #102,Seattle,WA,98102,522514,2,1.0,,989,,1986,,528,,,,,https://www.redfin.com/WA/Seattle/2328-Fairview-Ave-E-98102/unit-102/home/8887,,,N,Y,47.6406402,-122.3291748
PAST SALE,,Townhouse,1126 10th Ave E,Seattle,WA,98102,993000,3,3.5,,1384,1288,2006,,717,,,,,https://www.redfin.com/WA/Seattle/1126-10th-Ave-E-98102/home/22685271,,,N,Y,47.629518,-122.3198292
PAST SALE,May-3-2023,Condo/Co-op,716 Boylston Ave E #12,Seattle,WA,98101,2684688,2,2.5,Capitol Hill,2270,,2005,,1183,1815,Sold,,,https://www.redfin.com/WA/Seattle/716-Boylston-Ave-E-98102/unit-12/home/2061171,NWMLS as Distributed by MLS Grid,2063731,N,Y,47.625519,-122.3232712
PAST SALE,April-7-2023,Condo/Co-op,744 Harvard Ave E,Seattle,WA,98102,1325000,3,2.5,Capitol Hill,2021,,2008,,656,1529,Sold,,,https://www.redfin.com/WA/Seattle/744-Harvard-Ave-E-98102/home/21883449,NWMLS as Distributed by MLS Grid,2054149,N,Y,47.6264226,-122.3221529
PAST SALE,,Townhouse,1133 10th Ave E,Seattle,WA,98102,974000,3,3.0,,1540,1215,2002,,632,,,,,https://www.redfin.com/WA/Seattle/1133-10th-Ave-E-98102/home/136312,,,N,Y,47.629791,-122.3206531
PAST SALE,,Condo/Co-op,211 Summit Ave E Unit S-117,Seattle,WA,98102,278000,,1.0,,383,,1984,,726,,,,,https://www.redfin.com/WA/Seattle/211-Summit-Ave-E-98102/unit-S-117/home/40310,,,N,Y,47.6198234,-122.3261223
PAST SALE,,Condo/Co-op,322 Belmont Ave E #302,Seattle,WA,98102,525000,1,1.0,,776,,1993,,677,,,,,https://www.redfin.com/WA/Seattle/322-Belmont-Ave-E-98102/unit-302/home/50779,,,N,Y,47.6215112,-122.323722
PAST SALE,February-9-2023,Condo/Co-op,721 Boylston Ave E #105,Seattle,WA,98102,525000,1,1.0,Capitol Hill,690,,1930,,761,432,Sold,,,https://www.redfin.com/WA/Seattle/710-Belmont-Pl-E-98102/unit-105/home/48858,NWMLS as Distributed by MLS Grid,2028448,N,Y,47.625874,-122.323956
PAST SALE,October-26-2023,Condo/Co-op,921 11th Ave E #5,Seattle,WA,98102,1100000,2,1.0,Capitol Hill,1378,,1922,,798,658,Sold,,,https://www.redfin.com/WA/Seattle/921-11th-Ave-E-98102/unit-5/home/3653,NWMLS as Distributed by MLS Grid,2175651,N,Y,47.6274428,-122.3184249
PAST SALE,September-29-2023,Single Family Residential,2802 Boyer Ave E,Seattle,WA,98102,1250000,3,1.5,Portage Bay,1820,3750,1923,,687,,Sold,,,https://www.redfin.com/WA/Seattle/2802-Boyer-Ave-E-98102/home/138310,NWMLS as Distributed by MLS Grid,2167545,N,Y,47.6457833,-122.3167918
PAST SALE,March-14-2023,Condo/Co-op,3100 Fairview Ave E #109,Seattle,WA,98102,630000,2,2.0,Eastlake,1159,,1991,,544,885,Sold,,,https://www.redfin.com/WA/Seattle/3100-Fairview-Ave-E-98102/unit-109/home/36796,NWMLS as Distributed by MLS Grid,2058584,N,Y,47.6492737,-122.3240014
PAST SALE,,Condo/Co-op,2309 10th Ave E,Seattle,WA,98102,545000,2,1.0,,1013,,1910,,538,,,,,https://www.redfin.com/WA/Seattle/2309-10th-Ave-E-98102/home/49432,,,N,Y,47.6399042,-122.3204795
PAST SALE,,Townhouse,410 10th Ave E,Seattle,WA,98102,1185000,3,2.0,,1480,1128,2018,,801,,,,,https://www.redfin.com/WA/Seattle/410-10th-Ave-E-98102/home/144767,,,N,Y,47.6223691,-122.3196051
PAST SALE,April-14-2023,Condo/Co-op,321 E Thomas St #403,Seattle,WA,98102,488800,1,1.0,Capitol Hill,707,5160,2005,,691,485,Sold,,,https://www.redfin.com/WA/Seattle/321-E-Thomas-St-98102/unit-403/home/2084733,NWMLS as Distributed by MLS Grid,2034748,N,Y,47.6206802,-122.3268735
PAST SALE,August-15-2023,Condo/Co-op,308 Summit Ave E #204,Seattle,WA,98102,365000,1,1.0,Capitol Hill,631,631,1967,,578,419,Sold,,,https://www.redfin.com/WA/Seattle/308-Summit-Ave-E-98102/unit-204/home/39797,NWMLS as Distributed by MLS Grid,2138787,N,Y,47.6213194,-122.3249237
PAST SALE,October-4-2023,Townhouse,2042 Eastlake Ave E Unit B,Seattle,WA,98102,900000,3,2.5,Eastlake,1550,1013,2008,,581,,Sold,,,https://www.redfin.com/WA/Seattle/2042-Eastlake-Ave-E-98102/unit-B/home/2092386,NWMLS as Distributed by MLS Grid,2156414,N,Y,47.6379734,-122.3256286
PAST SALE,August-28-2023,Condo/Co-op,111 14th Ave E #5,Seattle,WA,98112,525000,1,1.0,Capitol Hill,691,,1929,,760,444,Sold,,,https://www.redfin.com/WA/Seattle/111-14th-Ave-E-98112/unit-5/home/17818,NWMLS as Distributed by MLS Grid,2148667,N,Y,47.619185762,-122.3144091
PAST SALE,March-28-2023,Single Family Residential,766 A Belmont Pl E,Seattle,WA,98102,1519000,3,2.5,Capitol Hill,2046,1891,2012,,742,,Sold,,,https://www.redfin.com/WA/Seattle/766a-Belmont-Pl-E-98102/home/182717649,NWMLS as Distributed by MLS Grid,2041959,N,Y,47.627115,-122.324051
PAST SALE,November-17-2022,Townhouse,111 E Hamlin St,Seattle,WA,98102,1678000,3,2.5,Eastlake,1740,1389,2018,,964,,Sold,,,https://www.redfin.com/WA/Seattle/111-E-Hamlin-St-98102/home/132059,NWMLS as Distributed by MLS Grid,2006712,N,Y,47.6454518,-122.3266837
PAST SALE,May-18-2023,Condo/Co-op,705 E Republican St #104,Seattle,WA,98102,505000,2,1.0,Capitol Hill,806,11867,1963,,627,508,Sold,,,https://www.redfin.com/WA/Seattle/705-E-Republican-St-98102/unit-104/home/12093146,NWMLS as Distributed by MLS Grid,2051869,N,Y,47.6229459,-122.3227742
PAST SALE,May-4-2023,Condo/Co-op,601 Belmont Ave E Unit C3,Seattle,WA,98102,585000,2,1.0,Capitol Hill,919,,1970,,637,923,Sold,,,https://www.redfin.com/WA/Seattle/601-Belmont-Ave-E-98102/unit-C3/home/32250,NWMLS as Distributed by MLS Grid,2032334,N,Y,47.6246516,-122.3243936
PAST SALE,December-20-2022,Single Family Residential,2617 Broadway E,Seattle,WA,98102,995000,4,2.0,Roanoke Park,2170,5500,1942,,459,,Sold,,,https://www.redfin.com/WA/Seattle/2617-Broadway-E-98102/home/137284,NWMLS as Distributed by MLS Grid,2018162,N,Y,47.6437863,-122.3212281
PAST SALE,July-3-2023,Townhouse,1140 10th Ave E Unit A,Seattle,WA,98102,1250000,3,2.5,Capitol Hill,1876,1270,2015,,666,217,Sold,,,https://www.redfin.com/WA/Seattle/1140-10th-Ave-E-98102/unit-A/home/175090606,NWMLS as Distributed by MLS Grid,2065927,N,Y,47.6299257,-122.3199884
PAST SALE,July-5-2023,Condo/Co-op,511 E Roy St #202,Seattle,WA,98102,420000,1,1.0,Capitol Hill,705,,1980,,596,423,Sold,,,https://www.redfin.com/WA/Seattle/511-E-Roy-St-98102/unit-202/home/3100,NWMLS as Distributed by MLS Grid,2074898,N,Y,47.6247015,-122.3250504
PAST SALE,August-31-2023,Single Family Residential,1212 E Newton St,Seattle,WA,98102,1800000,5,4.5,Capitol Hill,4390,4000,1914,,410,,Sold,,,https://www.redfin.com/WA/Seattle/1212-E-Newton-St-98102/home/136828,NWMLS as Distributed by MLS Grid,2142182,N,Y,47.6374515,-122.3165911
PAST SALE,April-25-2023,Condo/Co-op,150 Melrose Ave E #303,Seattle,WA,98102,515000,2,1.5,Capitol Hill,1023,,1978,,503,383,Sold,,,https://www.redfin.com/WA/Seattle/150-Melrose-Ave-E-98102/unit-303/home/18286,NWMLS as Distributed by MLS Grid,2052114,N,Y,47.619913,-122.3275375
PAST SALE,October-24-2023,Townhouse,412 A 10th Ave E,Seattle,WA,98102,1195000,3,2.0,Capitol Hill,1460,890,2018,,818,,Sold,,,https://www.redfin.com/WA/Seattle/412A-10th-Ave-E-98102/home/148025640,NWMLS as Distributed by MLS Grid,2163080,N,Y,47.6224143,-122.3197996
PAST SALE,March-30-2023,Condo/Co-op,75 E Lynn St #301,Seattle,WA,98103,636950,2,2.0,Eastlake,1118,,1966,,570,714,Sold,,,https://www.redfin.com/WA/Seattle/75-E-Lynn-St-98102/unit-301/home/51023,NWMLS as Distributed by MLS Grid,2038388,N,Y,47.6395274,-122.328019
PAST SALE,May-12-2023,Condo/Co-op,2611 Eastlake Ave E #304,Seattle,WA,98102,750000,2,2.0,Eastlake,996,,1986,,753,541,Sold,,,https://www.redfin.com/WA/Seattle/2611-Eastlake-Ave-E-98102/unit-304/home/43505,NWMLS as Distributed by MLS Grid,2061543,N,Y,47.6435083,-122.3262917
PAST SALE,February-15-2023,Townhouse,1133 10th Ave E Unit B,Seattle,WA,98102,974000,3,3.0,Capitol Hill,1540,1215,2002,,632,,Sold,,,https://www.redfin.com/WA/Seattle/1133-10th-Ave-E-98102/unit-B/home/175697216,NWMLS as Distributed by MLS Grid,2027084,N,Y,47.6297979,-122.3206262
PAST SALE,,Townhouse,422 10th Ave E Unit F,Seattle,WA,98102,780000,2,2.0,,1040,607,2020,,750,,,,,https://www.redfin.com/WA/Seattle/422-10th-Ave-E-98102/unit-F/home/171925747,,,N,Y,47.6226697,-122.3196116
PAST SALE,April-14-2023,Condo/Co-op,1926 Fairview Ave E #301,Seattle,WA,98102,675000,2,2.0,Eastlake,1088,,1990,,620,562,Sold,,,https://www.redfin.com/WA/Seattle/1926-Fairview-Ave-E-98102/unit-301/home/4562,NWMLS as Distributed by MLS Grid,2044215,N,Y,47.6365231,-122.3277636
