SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-20-2023,Single Family Residential,19361 49th Pl NE,Lake Forest Park,WA,98155,1075000,4,3.0,Lake Forest Park,2880,9859,1978,,373,,Sold,,,https://www.redfin.com/WA/Lake-Forest-Park/19361-49th-Pl-NE-98155/home/93143,NWMLS as Distributed by MLS Grid,2037953,N,Y,47.7684374,-122.27572
PAST SALE,September-25-2023,Single Family Residential,17519 33rd Ave NE,Lake Forest Park,WA,98155,1347000,4,2.5,Lake Forest Park,4030,13200,1998,,334,,Sold,,,https://www.redfin.com/WA/Lake-Forest-Park/17519-33rd-Ave-NE-98155/home/88670,NWMLS as Distributed by MLS Grid,2146404,N,Y,47.7558867,-122.2946557
PAST SALE,September-1-2023,Single Family Residential,2407 NE 180th Ct,Shoreline,WA,98155,940000,5,3.0,Shoreline,2240,5947,1997,,420,,Sold,,,https://www.redfin.com/WA/Shoreline/2407-NE-180th-Ct-98155/home/90708,NWMLS as Distributed by MLS Grid,2147303,N,Y,47.7597606,-122.3083573
PAST SALE,October-31-2023,Single Family Residential,20314 42nd Ave NE,Lake Forest Park,WA,98155,1099900,4,3.0,Lake Forest Park,2460,9600,1976,,447,,Sold,,,https://www.redfin.com/WA/Lake-Forest-Park/20314-42nd-Ave-NE-98155/home/92786,NWMLS as Distributed by MLS Grid,2159180,N,Y,47.7759967,-122.2839021
PAST SALE,September-25-2023,Single Family Residential,19605 10th Ave NE,Shoreline,WA,98155,850000,4,2.0,Ballinger,2120,15600,1954,,401,,Sold,,,https://www.redfin.com/WA/Shoreline/19605-10th-Ave-NE-98155/home/84389,NWMLS as Distributed by MLS Grid,2067761,N,Y,47.7708617,-122.320011
PAST SALE,,Single Family Residential,18509 30th Ave NE,Lake Forest Park,WA,98155,530000,4,1.0,,1330,7273,1953,,398,,,,,https://www.redfin.com/WA/Lake-Forest-Park/18509-30th-Ave-NE-98155/home/91747,,,N,Y,47.763206,-122.2975714
PAST SALE,,Single Family Residential,19731 40th Ct NE,Lake Forest Park,WA,98155,978000,4,2.5,,2120,9760,1972,,461,,,,,https://www.redfin.com/WA/Lake-Forest-Park/19731-40th-Ct-NE-98155/home/92887,,,N,Y,47.7735716,-122.2866992
PAST SALE,December-16-2022,Townhouse,112 NE 180th St Unit A,Shoreline,WA,98155,799900,4,2.5,Shoreline,1548,10437,2022,,517,,Sold,,,https://www.redfin.com/WA/Shoreline/112-NE-180th-St-98155/unit-A/home/182912168,NWMLS as Distributed by MLS Grid,2018000,N,Y,47.7597591,-122.3288156
PAST SALE,March-10-2023,Single Family Residential,19515 32nd Ave NE,Lake Forest Park,WA,98155,1675000,5,3.5,Lake Forest Park,3145,7275,2023,,533,,Sold,,,https://www.redfin.com/WA/Lake-Forest-Park/19515-32nd-Ave-NE-98155/home/91513,NWMLS as Distributed by MLS Grid,2036733,N,Y,47.7707376,-122.295357
PAST SALE,July-31-2023,Single Family Residential,16130 41st Ave NE,Lake Forest Park,WA,98155,1500000,4,2.0,Sheridan Beach,2960,6997,1954,,507,35,Sold,,,https://www.redfin.com/WA/Lake-Forest-Park/16130-41st-Ave-NE-98155/home/89353,NWMLS as Distributed by MLS Grid,2146264,N,Y,47.746004,-122.284417
