SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-2-2023,Townhouse,15009 Westminster Way N,Shoreline,WA,98133,625000,3,2.5,Shoreline,1219,,2005,,513,300,Sold,,,https://www.redfin.com/WA/Seattle/15009-Westminster-Way-N-98133/home/17073529,NWMLS as Distributed by MLS Grid,2062186,N,Y,47.7381587,-122.3518891
PAST SALE,October-13-2023,Single Family Residential,1927 N 140th St,Seattle,WA,98133,1220000,3,2.5,Northgate,2298,5184,2015,,531,55,Sold,,,https://www.redfin.com/WA/Seattle/1927-N-140th-St-98133/home/45464353,NWMLS as Distributed by MLS Grid,2161005,N,Y,47.7303187,-122.3345177
PAST SALE,December-22-2022,Townhouse,302 N 133rd St,Seattle,WA,98133,651000,3,3.5,Bitter Lake,1699,1389,2004,,383,,Sold,,,https://www.redfin.com/WA/Seattle/302-N-133rd-St-98133/home/2096908,NWMLS as Distributed by MLS Grid,2019774,N,Y,47.7256761,-122.3552449
PAST SALE,May-10-2023,Single Family Residential,519 N 102nd St,Seattle,WA,98133,970000,3,1.5,Greenwood,2080,3844,1914,,466,,Sold,,,https://www.redfin.com/WA/Seattle/519-N-102nd-St-98133/home/99450,NWMLS as Distributed by MLS Grid,2055069,N,Y,47.7027083,-122.3519016
PAST SALE,January-9-2023,Single Family Residential,12006 Phinney Ave N,Seattle,WA,98133,840000,3,1.0,Bitter Lake,2300,6593,1928,,365,,Sold,,,https://www.redfin.com/WA/Seattle/12006-Phinney-Ave-N-98133/home/97563,NWMLS as Distributed by MLS Grid,2017698,N,Y,47.7162541,-122.3539431
PAST SALE,April-21-2023,Condo/Co-op,1609 N 183rd St,Shoreline,WA,98133,575000,3,2.0,Meridian Park,1183,,2005,,486,225,Sold,,,https://www.redfin.com/WA/Shoreline/1609-N-183rd-St-98133/home/17066772,NWMLS as Distributed by MLS Grid,2048258,N,Y,47.7611889,-122.3397792
PAST SALE,August-15-2023,Townhouse,10303 Holman Rd N Unit A,Seattle,WA,98177,625000,3,1.5,Greenwood,1330,1020,2006,,470,,Sold,,,https://www.redfin.com/WA/Seattle/10303-Holman-Rd-N-98177/unit-A/home/22692616,NWMLS as Distributed by MLS Grid,2137169,N,Y,47.7039402,-122.3583435
PAST SALE,May-25-2023,Single Family Residential,17825 Wallingford Ave N,Shoreline,WA,98133,750000,3,1.0,Shoreline,1820,18120,1935,,412,,Sold,,,https://www.redfin.com/WA/Shoreline/17825-Wallingford-Ave-N-98133/home/83934,NWMLS as Distributed by MLS Grid,2049254,N,Y,47.7586502,-122.3381962
PAST SALE,May-19-2023,Single Family Residential,900 N 102nd St,Seattle,WA,98133,880000,3,1.5,Greenwood,1880,5765,1928,,468,,Sold,,,https://www.redfin.com/WA/Seattle/900-N-102nd-St-98133/home/98621,NWMLS as Distributed by MLS Grid,2041668,N,Y,47.703083,-122.3471583
PAST SALE,December-13-2022,Condo/Co-op,823 N 161st Pl #204,Shoreline,WA,98133,400000,3,2.0,Shoreline,1326,,1979,,302,613,Sold,,,https://www.redfin.com/WA/Shoreline/823-N-161st-Pl-98133/unit-204/home/180065409,NWMLS as Distributed by MLS Grid,2006634,N,Y,47.7454108,-122.3485811
PAST SALE,May-26-2023,Townhouse,11217 Greenwood Ave N Unit A,Seattle,WA,98133,715000,3,2.0,Broadview,1510,978,2016,,474,,Sold,,,https://www.redfin.com/WA/Seattle/11217-Greenwood-Ave-N-98133/unit-A/home/96707,NWMLS as Distributed by MLS Grid,2048704,N,Y,47.7111495,-122.3557251
PAST SALE,December-16-2022,Single Family Residential,1811 N 165th St,Shoreline,WA,98133,720000,3,2.5,Meridian Park,2100,8618,1962,,343,,Sold,,,https://www.redfin.com/WA/Shoreline/1811-N-165th-St-98133/home/82729,NWMLS as Distributed by MLS Grid,1995201,N,Y,47.7485358,-122.3366415
PAST SALE,January-20-2023,Townhouse,10303 Midvale Ave N Unit A,Seattle,WA,98133,615000,3,2.5,Northgate,1330,1246,2002,,462,,Sold,,,https://www.redfin.com/WA/Seattle/10303-Midvale-Ave-N-98133/unit-A/home/105569,NWMLS as Distributed by MLS Grid,1982337,N,Y,47.7033484,-122.3438148
PAST SALE,March-31-2023,Townhouse,14612 Corliss Ave N Unit A,Shoreline,WA,98133,719950,3,2.5,Shoreline,1543,2516,2022,,467,,Sold,,,https://www.redfin.com/WA/Shoreline/14612-Corliss-Ave-N-98133/unit-A/home/182544679,NWMLS as Distributed by MLS Grid,2052348,N,Y,47.7349261,-122.3313164
PAST SALE,March-15-2023,Townhouse,10144 Holman Rd NW,Seattle,WA,98177,649000,3,2.0,Ballard,1395,759,2023,,465,,Sold,,,https://www.redfin.com/WA/Seattle/10144-Holman-Rd-NW-98177/home/181296607,NWMLS as Distributed by MLS Grid,2015577,N,Y,47.703003,-122.359028
PAST SALE,,Single Family Residential,718 N 104th St,Seattle,WA,98133,730000,3,2.0,,1250,3844,1918,,584,,,,,https://www.redfin.com/WA/Seattle/718-N-104th-St-98133/home/98419,,,N,Y,47.7045314,-122.3492218
PAST SALE,August-18-2023,Townhouse,11309 B Corliss Ave N,Seattle,WA,98133,645000,3,2.0,Northgate,1353,763,2023,,477,,Sold,,,https://www.redfin.com/WA/Seattle/11313-Corliss-Ave-N-98133/unit-B/home/103558,NWMLS as Distributed by MLS Grid,2060755,N,Y,47.710918,-122.3314857
PAST SALE,,Single Family Residential,633 N 198th Pl,Shoreline,WA,98133,617500,3,2.5,,1940,7100,1975,,318,,,,,https://www.redfin.com/WA/Shoreline/633-N-198th-Pl-98133/home/77690,,,N,Y,47.7728173,-122.3521268
PAST SALE,July-11-2023,Single Family Residential,19809 Linden Ave N,Shoreline,WA,98133,725000,3,1.0,Shoreline,1380,7080,1958,,525,,Sold,,,https://www.redfin.com/WA/Shoreline/19809-Linden-Ave-N-98133/home/77846,NWMLS as Distributed by MLS Grid,2130098,N,Y,47.772659,-122.3489672
PAST SALE,July-27-2023,Townhouse,13335 A Greenwood Ave N,Seattle,WA,98133,755000,3,3.5,Bitter Lake,1729,2016,2023,,437,419,Sold,,,https://www.redfin.com/WA/Seattle/13335-Greenwood-Ave-N-98133/home/186232739,NWMLS as Distributed by MLS Grid,2144498,N,Y,47.7261105,-122.3561511
PAST SALE,,Townhouse,1409 N Northgate Way,Seattle,WA,98133,530000,3,2.0,,1160,1027,2008,,457,,,,,https://www.redfin.com/WA/Seattle/1409-N-Northgate-Way-98133/home/12304935,,,N,Y,47.7047376,-122.3402769
PAST SALE,August-14-2023,Townhouse,11313 A Corliss Ave N,Seattle,WA,98133,690000,3,2.0,Northgate,1584,1103,2023,,436,,Sold,,,https://www.redfin.com/WA/Seattle/11313-Corliss-Ave-N-98133/home/179721837,NWMLS as Distributed by MLS Grid,2153520,N,Y,47.710918,-122.3314857
