SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-22-2023,Single Family Residential,4307 12th Ave S,Seattle,WA,98108,780000,2,1.5,Beacon Hill,1560,5760,1940,,500,,Sold,,,https://www.redfin.com/WA/Seattle/4307-12th-Ave-S-98108/home/170225,NWMLS as Distributed by MLS Grid,2158213,N,Y,47.5650542,-122.3176226
PAST SALE,February-15-2023,Single Family Residential,6942 Flora Ave S,Seattle,WA,98108,600000,3,1.5,Georgetown,2000,4000,1919,,300,,Sold,,,https://www.redfin.com/WA/Seattle/6942-Flora-Ave-S-98108/home/179731960,NWMLS as Distributed by MLS Grid,2025149,N,Y,47.5398399,-122.3211605
PAST SALE,July-26-2023,Single Family Residential,746 S Director St,Seattle,WA,98108,490000,2,1.0,South Park,650,3600,1929,,754,,Sold,,,https://www.redfin.com/WA/Seattle/746-S-Director-St-98108/home/477079,NWMLS as Distributed by MLS Grid,2126521,N,Y,47.5224064,-122.3237059
PAST SALE,April-24-2023,Townhouse,8521 7th Ave S Unit D,Seattle,WA,98108,558000,2,2.0,South Park,1060,780,2018,,526,,Sold,,,https://www.redfin.com/WA/Seattle/8521-7th-Ave-S-98108/unit-D/home/145709769,NWMLS as Distributed by MLS Grid,2049264,N,Y,47.5266808,-122.3257714
PAST SALE,June-22-2023,Single Family Residential,1047 S Donovan St,Seattle,WA,98108,720000,3,1.0,South Park,1690,6000,1900,,426,,Sold,,,https://www.redfin.com/WA/Seattle/1047-S-Donovan-St-98108/home/477282,NWMLS as Distributed by MLS Grid,2073644,N,Y,47.5253993,-122.3182427
PAST SALE,August-24-2023,Single Family Residential,821 S Trenton St,Seattle,WA,98108,724750,5,3.0,West Seattle,2830,4500,1918,,256,,Sold,,,https://www.redfin.com/WA/Seattle/821-S-Trenton-St-98108/home/477698,NWMLS as Distributed by MLS Grid,2130239,N,Y,47.5245614,-122.3219866
PAST SALE,December-9-2022,Single Family Residential,4343 14th Ave S,Seattle,WA,98108,925000,4,2.0,Beacon Hill,2420,4800,1930,,382,,Sold,,,https://www.redfin.com/WA/Seattle/4343-14th-Ave-S-98108/home/169945,NWMLS as Distributed by MLS Grid,2009399,N,Y,47.5639768,-122.3150693
PAST SALE,March-27-2023,Single Family Residential,5210 13th Ave S,Seattle,WA,98108,1235000,4,3.5,Beacon Hill,3120,4465,2019,,396,,Sold,,,https://www.redfin.com/WA/Seattle/5210-13th-Ave-S-98108/home/167394865,NWMLS as Distributed by MLS Grid,2027059,N,Y,47.5552339,-122.3158092
PAST SALE,January-10-2023,Townhouse,2815 S Columbian Way,Seattle,WA,98108,760000,3,2.0,Columbia City,1510,1407,2006,,503,271,Sold,,,https://www.redfin.com/WA/Seattle/2815-S-Columbian-Way-98108/home/8187295,NWMLS as Distributed by MLS Grid,2003626,N,Y,47.5619004,-122.2963896
PAST SALE,September-12-2023,Single Family Residential,4225 11th Ave S,Seattle,WA,98108,490000,2,2.0,Beacon Hill,1820,5225,1947,,269,,Sold,,,https://www.redfin.com/WA/Seattle/4225-11th-Ave-S-98108/home/169852,NWMLS as Distributed by MLS Grid,2126450,N,Y,47.5659844,-122.3180638
PAST SALE,February-10-2023,Single Family Residential,6026 18th Ave S,Seattle,WA,98108,750000,4,2.5,Beacon Hill,1914,5474,2012,,392,,Sold,,,https://www.redfin.com/WA/Seattle/6026-18th-Ave-S-98108/home/22429950,NWMLS as Distributed by MLS Grid,2011060,N,Y,47.5481742,-122.3095817
PAST SALE,July-28-2023,Townhouse,5546 15th Ave S Unit A,Seattle,WA,98108,625000,2,2.5,Beacon Hill,1260,1497,2018,,496,,Sold,,,https://www.redfin.com/WA/Seattle/5546-15th-Ave-S-98108/unit-A/home/113996577,NWMLS as Distributed by MLS Grid,2053704,N,Y,47.5520768,-122.3132757
PAST SALE,December-16-2022,Townhouse,2854 S Nevada St,Seattle,WA,98108,657000,3,2.5,Columbia City,2110,1618,2011,,311,297,Sold,,,https://www.redfin.com/WA/Seattle/2854-S-Nevada-St-98108/home/8187292,NWMLS as Distributed by MLS Grid,1984317,N,Y,47.5642338,-122.2972344
PAST SALE,March-31-2023,Townhouse,527 S Cloverdale St Unit E,Seattle,WA,98108,580000,3,2.5,South Park,1290,803,2022,,450,,Sold,,,https://www.redfin.com/WA/Seattle/527-S-Cloverdale-St-98108/unit-E/home/187485155,NWMLS as Distributed by MLS Grid,2162285,N,Y,47.526262,-122.3270324
PAST SALE,November-9-2022,Single Family Residential,1010 S Trenton St,Seattle,WA,98108,535000,3,1.0,South Park,820,12000,1954,,652,,Sold,,,https://www.redfin.com/WA/Seattle/1010-S-Trenton-St-98108/home/477372,NWMLS as Distributed by MLS Grid,2016831,N,Y,47.5248828,-122.319469
PAST SALE,,Single Family Residential,4111 Renton Ave S,Seattle,WA,98108,550000,3,2.0,,1610,6721,1946,,342,,,,,https://www.redfin.com/WA/Seattle/4111-Renton-Ave-S-98108/home/172189,,,N,Y,47.5658168,-122.2931997
PAST SALE,January-26-2023,Single Family Residential,1011 S Donovan St,Seattle,WA,98108,400000,3,1.0,South Park,1971,6000,1929,,203,,Sold,,,https://www.redfin.com/WA/Seattle/1011-S-Donovan-St-98108/home/477141,NWMLS as Distributed by MLS Grid,2031048,N,Y,47.5253882,-122.3196341
PAST SALE,,Single Family Residential,731 S Southern St Unit 1-6,Seattle,WA,98108,399500,2,1.0,,690,8325,1940,,579,,,,,https://www.redfin.com/WA/Seattle/731-S-Southern-St-98108/unit-1-6/home/477542,,,N,Y,47.5296638,-122.3241039
PAST SALE,April-10-2023,Single Family Residential,810 S Southern St,Seattle,WA,98108,225000,4,2.0,South Park,2190,5000,1912,,103,,Sold,,,https://www.redfin.com/WA/Seattle/810-S-Southern-St-98108/home/476899,NWMLS as Distributed by MLS Grid,2055161,N,Y,47.5300301,-122.3221277
PAST SALE,July-21-2023,Single Family Residential,4538 14th Ave S,Seattle,WA,98108,760000,2,2.0,Beacon Hill,2400,9453,1940,,317,,Sold,,,https://www.redfin.com/WA/Seattle/4538-14th-Ave-S-98108/home/186187704,NWMLS as Distributed by MLS Grid,2142470,N,Y,47.5622969,-122.3145644
PAST SALE,August-2-2023,Townhouse,3908 14th Ave S Unit B,Seattle,WA,98108,550000,3,1.0,Beacon Hill,1360,1255,1948,,404,,Sold,,,https://www.redfin.com/WA/Seattle/3908-14th-Ave-S-98108/unit-B/home/12448444,NWMLS as Distributed by MLS Grid,2148287,N,Y,47.5686806,-122.3145283
PAST SALE,,Single Family Residential,3014 S Portland St,Seattle,WA,98108,500000,3,2.0,,2040,6900,1979,,245,,,,,https://www.redfin.com/WA/Seattle/3014-S-Portland-St-98108/home/482530,,,N,Y,47.5332807,-122.2926734
PAST SALE,,Single Family Residential,4549 Renton Ave S,Seattle,WA,98108,1250000,3,2.5,,1200,8094,2023,,1042,,,,,https://www.redfin.com/WA/Seattle/4549-Renton-Ave-S-98108/home/172240,,,N,Y,47.5614977,-122.2915029
PAST SALE,April-5-2023,Single Family Residential,8523 Dallas Ave S,Seattle,WA,98108,450000,2,1.0,South Park,900,3400,1905,,500,,Sold,,,https://www.redfin.com/WA/Seattle/8523-Dallas-Ave-S-98108/home/477350,NWMLS as Distributed by MLS Grid,2052766,N,Y,47.526941,-122.3138578
PAST SALE,,Single Family Residential,2610 S Avon Crest Pl,Seattle,WA,98108,452500,2,1.5,,1060,6201,1947,,427,,,,,https://www.redfin.com/WA/Seattle/2610-S-Avon-Crest-Pl-98108/home/482684,,,N,Y,47.5397787,-122.2981681
PAST SALE,May-11-2023,Single Family Residential,738 S Concord St,Seattle,WA,98108,610000,3,1.5,South Park,2080,6000,1960,,293,,Sold,,,https://www.redfin.com/WA/Seattle/738-S-Concord-St-98108/home/476933,NWMLS as Distributed by MLS Grid,2057201,N,Y,47.5241313,-122.3240294
PAST SALE,March-17-2023,Single Family Residential,1912 S Orcas St Unit B,Seattle,WA,98108,473000,5,3.0,Beacon Hill,1910,5803,1995,,248,,Sold,,,https://www.redfin.com/WA/Seattle/1912-S-Orcas-St-98108/unit-b/home/175650527,NWMLS as Distributed by MLS Grid,2047515,N,Y,47.5515939,-122.3082258
