SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-22-2022,Single Family Residential,3312 E Howell St,Seattle,WA,98122,1499950,4,3.5,Madrona,2190,4265,2015,,685,,Sold,,,https://www.redfin.com/WA/Seattle/3312-E-Howell-St-98122/home/147292,NWMLS as Distributed by MLS Grid,2008683,N,Y,47.617791,-122.2895497
PAST SALE,July-12-2023,Single Family Residential,145 29th Ave,Seattle,WA,98122,1325000,4,2.5,Leschi,2600,4000,1904,,510,,Sold,,,https://www.redfin.com/WA/Seattle/145-29th-Ave-98122/home/148954,NWMLS as Distributed by MLS Grid,2078076,N,Y,47.6029485,-122.2952347
PAST SALE,July-11-2023,Single Family Residential,221 21st Ave,Seattle,WA,98122,955000,3,2.5,Seattle,1744,3840,1903,,548,,Sold,,,https://www.redfin.com/WA/Seattle/221-21st-Ave-98122/home/142702,NWMLS as Distributed by MLS Grid,2073523,N,Y,47.6041343,-122.3053345
PAST SALE,January-31-2023,Single Family Residential,1107 29th Ave,Seattle,WA,98122,649950,3,1.0,Madrona,2210,4000,1901,,294,,Sold,,,https://www.redfin.com/WA/Seattle/1107-29th-Ave-98122/home/146668,NWMLS as Distributed by MLS Grid,2007182,N,Y,47.6119528,-122.2951808
PAST SALE,August-23-2023,Single Family Residential,910 23rd Ave,Seattle,WA,98122,920000,5,3.0,Central Area,1940,2790,1905,,474,,Sold,,,https://www.redfin.com/WA/Seattle/910-23rd-Ave-98122/home/148052,NWMLS as Distributed by MLS Grid,2135883,N,Y,47.6104202,-122.3024976
PAST SALE,July-19-2023,Single Family Residential,1510 27th Ave,Seattle,WA,98122,1299000,4,2.5,Madrona,2640,3600,1906,,492,,Sold,,,https://www.redfin.com/WA/Seattle/1510-27th-Ave-98122/home/147482,NWMLS as Distributed by MLS Grid,2125672,N,Y,47.6144992,-122.2971536
PAST SALE,November-10-2022,Single Family Residential,1133 32nd Ave,Seattle,WA,98122,975000,3,3.0,Madrona,1540,4080,1908,,633,,Sold,,,https://www.redfin.com/WA/Seattle/1133-32nd-Ave-98122/home/147260,NWMLS as Distributed by MLS Grid,1990365,N,Y,47.6126745,-122.2917993
PAST SALE,December-30-2022,Townhouse,1729 25th Ave,Seattle,WA,98122,1175000,3,2.5,Madison Valley,2040,1438,2015,,576,,Sold,,,https://www.redfin.com/WA/Seattle/1729-25th-Ave-98122/home/147730,NWMLS as Distributed by MLS Grid,2007779,N,Y,47.6173517,-122.3003304
PAST SALE,March-15-2023,Townhouse,2710 E Yesler Way Unit B,Seattle,WA,98122,820000,3,2.5,Leschi,1520,1057,2014,,539,,Sold,,,https://www.redfin.com/WA/Seattle/2710-E-Yesler-Way-98122/unit-B/home/55269058,NWMLS as Distributed by MLS Grid,2023662,N,Y,47.6019663,-122.2972481
PAST SALE,October-31-2023,Single Family Residential,918 15th Ave Unit B,Seattle,WA,98122,1222500,3,2.5,First Hill,1930,2067,2016,,633,,Sold,,,https://www.redfin.com/WA/Seattle/918-15th-Ave-98122/unit-B/home/109230746,NWMLS as Distributed by MLS Grid,2147734,N,Y,47.6110029,-122.3123719
PAST SALE,March-28-2023,Single Family Residential,1525 25th Ave,Seattle,WA,98122,860000,3,1.0,Seattle,1460,4800,1923,,589,,Sold,,,https://www.redfin.com/WA/Seattle/1525-25th-Ave-98122/home/145994,NWMLS as Distributed by MLS Grid,2021095,N,Y,47.614953,-122.3004716
PAST SALE,September-5-2023,Townhouse,334 17th Ave,Seattle,WA,98122,1130000,4,2.5,First Hill,1747,5120,2023,,647,53,Sold,,,https://www.redfin.com/WA/Seattle/334-17th-Ave-98122/home/145017,NWMLS as Distributed by MLS Grid,2164185,N,Y,47.605404,-122.3098733
PAST SALE,April-18-2023,Single Family Residential,532 19th Ave,Kirkland,WA,98033,1200000,3,1.0,Kirkland,950,9000,1976,,1263,,Sold,,,https://www.redfin.com/WA/Seattle/532-19th-Ave-98122/home/461322,NWMLS as Distributed by MLS Grid,2057878,N,Y,47.607152,-122.3073307
PAST SALE,December-8-2022,Townhouse,115 26th Ave E Unit A,Seattle,WA,98122,1065000,3,2.5,Madison Valley,1550,1131,2022,,687,1,Sold,,,https://www.redfin.com/WA/Seattle/115-26th-Ave-E-98112/unit-A/home/182029969,NWMLS as Distributed by MLS Grid,2002124,N,Y,47.6194116,-122.2990678
PAST SALE,,Single Family Residential,727 35th Ave,Seattle,WA,98122,1256000,3,2.5,,2270,5000,1926,,553,,,,,https://www.redfin.com/WA/Seattle/727-35th-Ave-98122/home/140729,,,N,Y,47.6087575,-122.2886062
