SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,July-31-2023,Single Family Residential,17825 Interlake Ave N,Shoreline,WA,98133,865000,4,3.0,Shoreline,1840,6985,1971,,470,,Sold,,,https://www.redfin.com/WA/Shoreline/17825-Interlake-Ave-N-98133/home/83825,NWMLS as Distributed by MLS Grid,2128136,N,Y,47.7586071,-122.3420118
PAST SALE,March-3-2023,Single Family Residential,1634 N 203rd Pl,Shoreline,WA,98133,870000,4,2.0,Echo Lake,1510,15060,1956,,576,,Sold,,,https://www.redfin.com/WA/Shoreline/1634-N-203rd-Pl-98133/home/80229,NWMLS as Distributed by MLS Grid,2029218,N,Y,47.7766967,-122.339119
PAST SALE,August-25-2023,Single Family Residential,17814 Palatine Ave N,Shoreline,WA,98133,940000,4,2.0,Richmond Highlands,2580,7504,1955,,364,,Sold,,,https://www.redfin.com/WA/Shoreline/17814-Palatine-Ave-N-98133/home/76184,NWMLS as Distributed by MLS Grid,2071486,N,Y,47.7585884,-122.3561283
PAST SALE,,Single Family Residential,1335 N 152nd St,Shoreline,WA,98133,550000,2,2.0,,2410,11716,1949,,228,,,,,https://www.redfin.com/WA/Shoreline/1335-N-152nd-St-98133/home/81895,,,N,Y,47.7387672,-122.3408065
PAST SALE,December-29-2022,Single Family Residential,18610 Bagley Pl N,Shoreline,WA,98133,899000,4,2.5,Echo Lake,2170,7796,1962,,414,,Sold,,,https://www.redfin.com/WA/Shoreline/18610-Bagley-Pl-N-98133/home/80205,NWMLS as Distributed by MLS Grid,2024320,N,Y,47.7645062,-122.3335936
PAST SALE,,Single Family Residential,423 N 179th Pl,Shoreline,WA,98133,785000,3,3.0,,2030,8300,1978,,387,,,,,https://www.redfin.com/WA/Shoreline/423-N-179th-Pl-98133/home/75907,,,N,Y,47.7588444,-122.3547455
PAST SALE,April-10-2023,Single Family Residential,15224 Dayton Ave N,Shoreline,WA,98133,970000,4,3.0,Shoreline,2040,9879,1989,,475,,Sold,,,https://www.redfin.com/WA/Shoreline/15224-Dayton-Ave-N-98133/home/82600,NWMLS as Distributed by MLS Grid,2055167,N,Y,47.7397855,-122.3521466
PAST SALE,March-28-2023,Townhouse,14614 Corliss Ave N Unit C,Shoreline,WA,98133,907000,4,3.5,Shoreline,2061,1486,2022,,440,,Sold,,,https://www.redfin.com/WA/Shoreline/14614-Corliss-Ave-N-98133/unit-C/home/184939202,NWMLS as Distributed by MLS Grid,2052377,N,Y,47.7349176,-122.3309823
PAST SALE,July-5-2023,Townhouse,13345 Greenwood Ave N Unit C,Seattle,WA,98133,753323,4,3.5,Bitter Lake,1751,2088,2024,,430,482,Sold,,,https://www.redfin.com/WA/Seattle/13345-Greenwood-Ave-N-98133/unit-C/home/183994607,NWMLS as Distributed by MLS Grid,2144945,N,Y,47.7263176,-122.3561725
PAST SALE,April-13-2023,Townhouse,16560 Linden Ave N Unit A,Shoreline,WA,98133,963000,4,3.5,Richmond Highlands,2328,1000,2023,,414,,Sold,,,https://www.redfin.com/WA/Shoreline/16560-Linden-Ave-N-98133/unit-A/home/184703591,NWMLS as Distributed by MLS Grid,2044661,N,Y,47.7500312,-122.3479566
