SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-1-2022,Single Family Residential,1610 S Bayview St,Seattle,WA,98144,900000,3,2.0,N Beacon Hill,2197,4000,1927,,410,,Sold,,,https://www.redfin.com/WA/Seattle/1610-S-Bayview-St-98144/home/169273,NWMLS as Distributed by MLS Grid,2013304,N,Y,47.5812087,-122.3115564
PAST SALE,August-18-2023,Single Family Residential,2511 S Massachusetts St,Seattle,WA,98144,1175000,4,3.5,Judkins,2150,2243,2019,,547,,Sold,,,https://www.redfin.com/WA/Seattle/2511-S-Massachusetts-St-98144/home/170765,NWMLS as Distributed by MLS Grid,2132942,N,Y,47.5881869,-122.2995503
PAST SALE,July-10-2023,Townhouse,633 18th Ave S,Seattle,WA,98144,715000,2,2.0,Judkins,1156,802,2018,,619,,Sold,,,https://www.redfin.com/WA/Seattle/633-18th-Ave-S-98144/home/143457560,NWMLS as Distributed by MLS Grid,2073482,N,Y,47.5968067,-122.3091838
PAST SALE,October-12-2023,Single Family Residential,820 23rd Ave S,Seattle,WA,98144,750000,3,2.0,Central Area,1290,3003,1995,,581,,Sold,,,https://www.redfin.com/WA/Seattle/820-23rd-Ave-S-98144/home/144947,NWMLS as Distributed by MLS Grid,2152085,N,Y,47.5949184,-122.3019972
PAST SALE,June-13-2023,Single Family Residential,3610 13th Ave S,Seattle,WA,98144,930000,4,2.0,Beacon Hill,1730,5400,1948,,538,,Sold,,,https://www.redfin.com/WA/Seattle/3610-13th-Ave-S-98144/home/170337,NWMLS as Distributed by MLS Grid,2068713,N,Y,47.5712383,-122.3157777
PAST SALE,June-22-2023,Single Family Residential,1643 S King St,Seattle,WA,98144,1062000,2,1.0,Seattle,1714,4480,1918,,620,,Sold,,,https://www.redfin.com/WA/Seattle/1643-S-King-St-98144/home/145295,NWMLS as Distributed by MLS Grid,2074867,N,Y,47.5981327,-122.3097162
PAST SALE,May-22-2023,Townhouse,1905 25th Ave S Unit C,Seattle,WA,98144,740000,3,3.0,Seattle,1492,799,2016,,496,100,Sold,,,https://www.redfin.com/WA/Seattle/1905-25th-Ave-S-98144/unit-C/home/112863653,NWMLS as Distributed by MLS Grid,2049233,N,Y,47.586065,-122.3005917
PAST SALE,July-28-2023,Single Family Residential,1907 31st Ave S,Seattle,WA,98144,674250,4,1.0,Mt Baker,1560,4000,1925,,432,,Sold,,,https://www.redfin.com/WA/Seattle/1907-31st-Ave-S-98144/home/170896,NWMLS as Distributed by MLS Grid,2128719,N,Y,47.586047,-122.293335
PAST SALE,May-18-2023,Townhouse,1907 15th Ave S Unit A,Seattle,WA,98144,610000,2,2.0,N Beacon Hill,1120,614,2021,,545,,Sold,,,https://www.redfin.com/WA/Seattle/1907-15th-Ave-S-98144/unit-A/home/175222324,NWMLS as Distributed by MLS Grid,2052351,N,Y,47.5860618,-122.3139521
PAST SALE,August-14-2023,Single Family Residential,2508 20th Ave S,Seattle,WA,98144,875000,4,2.0,Beacon Hill,1540,4000,1955,,568,,Sold,,,https://www.redfin.com/WA/Seattle/2508-20th-Ave-S-98144/home/169293,NWMLS as Distributed by MLS Grid,2129944,N,Y,47.5806158,-122.3063414
