SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,Description
PAST SALE,July-11-2023,Single Family Residential,9416 32nd Ave NE,Seattle,WA,98115,950000,3,2.0,Wedgwood,1530,4495.0,1946.0,,621,,Sold,,,https://www.redfin.com/WA/Seattle/9416-32nd-Ave-NE-98115/home/317490,NWMLS as Distributed by MLS Grid,2127748.0,N,Y,47.6971338,-122.2929935,"Classic rambler on quiet Wedgwood street. This 3 bd/2ba home is light, bright w/lots of windows & gleaming hardwood floors. Cathedral cedar ceiling & spacious living room give you an open, inviting feeling upon entering. Formal dining room, primary ensuite w/full bathroom & the newly remodeled 5 pc hall bath w/new tile, cabinet & refinishing. Charming period details include beadboard, garden window, brick fireplace & built-ins. Brand new carpet, plus fresh paint inside & out. Kitchen is completely updated w/quartz, farm sink, newer appliances, tile backsplash, pantry pull outs & white soft close cabinets. Expansive Trex decks to enjoy the great outdoors plus fully fenced. Eight blocks from coveted Wedgwood Elementary School. Show less"
PAST SALE,October-24-2023,Single Family Residential,7020 33rd Ave NE,Seattle,WA,98115,1589000,3,2.5,Wedgwood,2560,3800.0,2006.0,,621,,Sold,,,https://www.redfin.com/WA/Seattle/7020-33rd-Ave-NE-98115/home/316902,NWMLS as Distributed by MLS Grid,2168221.0,N,Y,47.6800557,-122.2921891,"Wedgwood neighborhood; luxury 3 bed/2.5 bath with oversized, 2+ car garage off the alley. 2006 custom-built home has a wonderful floor plan; perfect for gatherings & entertaining. Chef's kitchen with premium custom cabinetry & walk-in pantry. French doors inspire al fresco dining experiences & vaulted ceilings amplify the openness. Upstairs, you'll find versatile spaces, including a home office space, an atrium with a balcony, 2 guest bedrooms & full bath. The impressive Primary bedroom offers a luxurious 5-pc bath with jetted soaking tub, custom vanities, WIC & double-sided gas fireplace. Windows, skylights & French doors bathe this home in natural light. Desirable location near to schools, shopping, parks & transit. An exceptional home! Show less"
PAST SALE,May-9-2023,Single Family Residential,826 NE 80th St,Seattle,WA,98115,805000,3,2.0,Maple Leaf,1660,4080.0,1925.0,,485,,Sold,,,https://www.redfin.com/WA/Seattle/826-NE-80th-St-98115/home/108884,NWMLS as Distributed by MLS Grid,2049192.0,N,Y,47.686942,-122.3190609,"Charming 3-bedroom 1925 Craftsman bungalow with plenty of outdoor entertaining and garden space in the heart of Maple Leaf. The lovely front yard with deck welcomes you into the light-filled living room with original hardwood floors + fireplace. Great flow from the living room into a spacious updated kitchen with large island, granite counters & stainless steel appliances. On the main level, find 2 bedrooms with newly updated flooring plus full bath. Income potential in the fully-finished basement with second kitchen, 3/4 bath, family room & bedroom. Updated wiring & laundry hookups on both levels! Large fenced backyard with deck & room to play + garden. Driveway with carport for covered parking and close to light rail and great schools! Show less"
PAST SALE,May-17-2023,Single Family Residential,545 NE 89th St,Seattle,WA,98115,993500,3,2.0,Northgate,2250,6380.0,1941.0,,442,,Sold,,,https://www.redfin.com/WA/Seattle/545-NE-89th-St-98115/home/109207,NWMLS as Distributed by MLS Grid,2060414.0,N,Y,47.6929233,-122.3211726,"It's your day off, the sun is shining and the birds are chirping. You head to the coffee shop just two blocks over, then to the park to enjoy the sun and a good book. Next up the street to work out and grab lunch. Pick up the screws you needed to hang pictures from the nearby hardware store and head home. Hang those pictures and have a cold drink in your lovely backyard. A full day and you didn’t even have to leave the neighborhood! Add in the gorgeous newly-refinished hardwood floors, fresh paint inside & out, potential ADU downstairs, and huge garage (possible future DADU while still maintaining off-street parking), proximity to light rail, and quick hop over to I-5 and you’ve got the perfect new home. Welcome to Maple Leaf! Show less"
PAST SALE,June-20-2023,Single Family Residential,8917 12th Ave NE,Seattle,WA,98115,1260000,3,2.5,Maple Leaf,2080,3235.0,2011.0,,606,,Sold,,,https://www.redfin.com/WA/Seattle/8917-12th-Ave-NE-98115/home/40089282,NWMLS as Distributed by MLS Grid,2061755.0,N,Y,47.6935391,-122.3153531,"4-star Green Built Pacific Northwest beauty in the fabulous Maple Leaf highly desired neighborhood - Enjoy open living concept with tons of natural light, gorgeous flooring and finishes throughout! Modern chef's kitchen is stunning with beautiful cabinetry, stainless appliances and quartz countertops. Spacious dining room - living room with cozy fireplace - canned and natural  lighting. Top level well appointed primary bedroom with double decks. This lovely home is tucked into a quiet neighborhood but mins to parks, shopping, restaurants and freeways. Amazing location! Show less"
PAST SALE,December-7-2022,Single Family Residential,7448 Latona Ave NE,Seattle,WA,98115,1149000,3,3.0,Green Lake,1888,1332.0,2005.0,,609,133.0,Sold,,,https://www.redfin.com/WA/Seattle/7448-Latona-Ave-NE-98115/home/2097296,NWMLS as Distributed by MLS Grid,2010279.0,N,Y,47.6830083,-122.325042,"Rare opportunity to become part of The Boulders community, an in-city retreat. Distinctive, bold, and inviting. Designed by the award-winning Johnston Architects and Seattle's famed developer, Bill Parks, this enclave of 9 homes is a showcase of quality materials, superior construction methods, and thoughtful design. Enter the great room w/ ample living space, gas fireplace + open concept. Upstairs has two generous bedrooms + full bath. A primary suite encompasses the top floor w/ soaring ceilings + walk-in closets. Floating staircase, beautiful wood throughout, true NW contemporary feel. Oversize 1 car garage and basement storage. The homes surround a waterfall for a peaceful oasis in the vibrant Green Lake neighborhood. Truly exceptional. Show less"
PAST SALE,February-7-2023,Single Family Residential,8409 36th Ave NE,Seattle,WA,98115,875000,3,2.0,Wedgwood,1850,6550.0,1946.0,,473,,Sold,,,https://www.redfin.com/WA/Seattle/8409-36th-Ave-NE-98115/home/318575,NWMLS as Distributed by MLS Grid,2028947.0,N,Y,47.6898512,-122.2896428,"Immaculate mid-century modern located in the heart of Wedgwood! Situated on a quiet street, you'll love the privacy & character this home exudes. Professionally manicured front yard perched above the street great for a dog run. Main floor features an open concept living room, dedicated dining area, modern kitchen w/wood cabinets, stainless steel appliances, gas stove & separate access to the backyard. 2 bedrooms w/shared full bath & sunken bonus flex space. Spacious lower level main bedroom w/5-piece bath & additional living area, possible MIL.  Recent 2020 hot water tank & built 2021 shed in the fully enclosed backyard. Highly rated school district, minutes to public transit & abundance of grocery stores & local eateries. Priced to sell! Show less"
PAST SALE,October-25-2023,Single Family Residential,6805 25th Ave NE,Seattle,WA,98115,1030000,3,2.5,Ravenna,1550,3765.0,2014.0,,665,,Sold,,,https://www.redfin.com/WA/Seattle/6805-25th-Ave-NE-98115/home/52428545,NWMLS as Distributed by MLS Grid,2158591.0,N,Y,47.6778166,-122.3009539,"Looking for remarkable quality & impeccable condition in a home that is 5 minutes from everything you need? You’ve found it in this better-than-new Ravenna craftsman. Enter this east facing, 2-story home to find tall ceilings & abundant light, a well-appointed kitchen w/ quartz counters & stainless steel appliances, open concept living room with patio access, and dining area. Around the corner is the powder room and two car garage. Upstairs boasts 3 bedrooms including a large primary w/ en-suite bathroom, walk-in closet, & laundry, plus an add’l full bathroom. Fenced backyard w/ patio. Large easy-in/easy-out driveway. A/C! All this & a prime location, blocks to light rail, I5, U-village, restaurants, grocery, parks, & top rated schools. Show less"
PAST SALE,March-30-2023,Single Family Residential,1618 NE 80th St,Seattle,WA,98115,850000,3,2.5,Northgate,1500,3100.0,1930.0,,567,,Sold,,,https://www.redfin.com/WA/Seattle/1618-NE-80th-St-98115/home/309800,NWMLS as Distributed by MLS Grid,2029180.0,N,Y,47.68684,-122.3102448,"Fall in love with this updated and light filled 1930's 3 bedroom Tudor. Period details abound, including coved ceilings, refinished hardwood floors, original built in cabinetry and fireplace. You'll be inspired by this light open remodeled kitchen. Home also features a remodeled bath, French doors off the main floor bedroom leading to the decks & lushly landscaped yard. The upstairs has two bedrooms and a remodeled bath. There's a spacious basement with large bonus room & bath and entry way to the attached garage. Updates include fresh paint, new stainless steel appliances, new carpet, new lighting fixtures, hardware, new deck & fencing. Easy access to I-5, U-District & Greenlake or walk to restaurants, parks & bus lines. Show less"
PAST SALE,February-15-2023,Single Family Residential,1605 NE 80th St,Seattle,WA,98115,800000,3,2.0,Northgate,1520,3026.0,1981.0,,526,,Sold,,,https://www.redfin.com/WA/Seattle/1605-NE-80th-St-98115/home/309286,NWMLS as Distributed by MLS Grid,2010124.0,N,Y,47.6865629,-122.3107214,"GO SOLAR! This lovely 3BR home in a prime North Seattle location features seller owned solar panels that will keep your energy bills near rock bottom while enjoying year round comfort including A/C from the heat pump. Upstairs living area features vaulted ceilings, deck with territorial view, wood stove, kitchen with brand new countertops and a large primary bedroom with adjacent ensuite bath. Downstairs are two additional bedrooms, one of which opens to a nicely landscaped backyard sanctuary. Huge 2 car garage will keep your vehicles safe and secure. Easy access to I-5, close to Green Lake plus tons of shops and restaurants in nearby neighborhoods. Don’t miss it! Show less"
